Timestamp,Hour,Day_of_Week,Is_Weekend,Route_No,Current_Stop,Weather,Buses_Available,Dwell_Time_Seconds,Passenger_Count,Crowding_Level
2023-04-27 04:12:00,4,Thursday,0,47L,SR Nagar,Clear,9,6,14,Low
2023-04-11 15:31:00,15,Tuesday,0,9X,Jubilee Hills Checkpost,Clear,3,24,20,Low
2023-11-05 02:36:00,2,Sunday,1,127K,Secunderabad Station,Clear,8,16,13,Low
2023-04-23 20:11:00,20,Sunday,1,10H,LB Nagar,Clear,6,20,12,Low
2023-09-22 14:09:00,14,Friday,0,47L,LB Nagar,Clear,10,21,29,Low
2023-10-07 02:41:00,2,Saturday,1,10H,Uppal,Overcast,10,8,19,Low
2023-07-01 04:30:00,4,Saturday,1,127K,Gachibowli,Overcast,5,18,26,Low
2023-01-17 03:16:00,3,Tuesday,0,127K,Jubilee Hills Checkpost,Clear,6,11,11,Low
2023-03-03 01:55:00,1,Friday,0,10H,Koti,Clear,3,19,26,Low
2023-06-10 06:25:00,6,Saturday,1,47L,Jubilee Hills Checkpost,Overcast,4,20,27,Low
2023-03-07 21:54:00,21,Tuesday,0,10H,SR Nagar,Clear,9,26,48,Medium
2023-05-25 10:30:00,10,Thursday,0,10H,LB Nagar,Clear,9,43,33,Medium
2023-09-20 18:27:00,18,Wednesday,0,218,Madhapur,Clear,11,60,63,High
2023-05-15 21:49:00,21,Monday,0,47L,Hitech City,Rainy,11,90,73,High
2023-09-30 12:17:00,12,Saturday,1,218,Banjara Hills,Clear,11,8,6,Low
2023-04-06 22:35:00,22,Thursday,0,9X,Secunderabad Station,Rainy,8,15,11,Low
2023-03-25 19:14:00,19,Saturday,1,10H,Secunderabad Station,Clear,10,34,51,Medium
2023-06-28 06:33:00,6,Wednesday,0,9X,Madhapur,Clear,11,22,23,Low
2023-11-03 14:21:00,14,Friday,0,47L,Mehdipatnam,Clear,9,5,10,Low
2023-02-16 23:22:00,23,Thursday,0,10H,Banjara Hills,Clear,6,21,19,Low
2023-03-04 13:33:00,13,Saturday,1,9X,Hitech City,Clear,6,20,11,Low
2023-12-19 12:06:00,12,Tuesday,0,5K,Uppal,Clear,8,16,10,Low
2023-05-31 20:15:00,20,Wednesday,0,127K,SR Nagar,Rainy,6,54,30,Medium
2023-01-25 23:14:00,23,Wednesday,0,10H,LB Nagar,Clear,9,20,18,Low
2023-01-20 08:16:00,8,Friday,0,127K,Ameerpet,Rainy,10,132,55,High
2023-12-11 03:13:00,3,Monday,0,218,Charminar,Overcast,10,21,29,Low
2023-08-13 05:58:00,5,Sunday,1,9X,Madhapur,Rainy,10,7,10,Low
2023-01-17 11:52:00,11,Tuesday,0,218,Madhapur,Overcast,4,119,82,High
2023-04-14 07:17:00,7,Friday,0,10H,Jubilee Hills Checkpost,Clear,4,22,22,Low
2023-08-06 22:37:00,22,Sunday,1,127K,Uppal,Clear,4,19,21,Low
2023-03-23 01:39:00,1,Thursday,0,127K,Uppal,Overcast,4,19,6,Low
2023-06-15 06:49:00,6,Thursday,0,9X,Ameerpet,Rainy,6,20,12,Low
2023-05-25 10:20:00,10,Thursday,0,10H,Charminar,Rainy,7,52,50,Medium
2023-06-28 04:49:00,4,Wednesday,0,5K,Uppal,Clear,6,24,27,Low
2023-09-28 00:22:00,0,Thursday,0,5K,Gachibowli,Clear,7,5,27,Low
2023-08-22 19:16:00,19,Tuesday,0,9X,LB Nagar,Clear,6,57,31,Medium
2023-08-27 23:38:00,23,Sunday,1,10H,Hitech City,Rainy,9,8,20,Low
2023-08-10 00:37:00,0,Thursday,0,9X,SR Nagar,Clear,3,17,8,Low
2023-12-26 21:51:00,21,Tuesday,0,10H,Gachibowli,Clear,3,121,88,High
2023-08-13 14:12:00,14,Sunday,1,218,Hitech City,Clear,4,8,27,Low
2023-12-04 02:17:00,2,Monday,0,9X,Mehdipatnam,Clear,3,12,9,Low
2023-10-27 14:59:00,14,Friday,0,10H,SR Nagar,Clear,5,17,21,Low
2023-05-11 20:56:00,20,Thursday,0,5K,LB Nagar,Rainy,8,48,31,Medium
2023-04-20 12:49:00,12,Thursday,0,10H,Banjara Hills,Rainy,8,12,26,Low
2023-06-08 16:24:00,16,Thursday,0,10H,Koti,Clear,3,18,18,Low
2023-01-29 08:09:00,8,Sunday,1,9X,LB Nagar,Clear,8,5,24,Low
2023-02-05 13:46:00,13,Sunday,1,218,LB Nagar,Overcast,7,13,11,Low
2023-12-13 21:12:00,21,Wednesday,0,218,Ameerpet,Clear,9,50,44,Medium
2023-11-27 09:41:00,9,Monday,0,218,Banjara Hills,Rainy,8,48,47,Medium
2023-01-21 10:02:00,10,Saturday,1,218,Gachibowli,Clear,9,57,42,Medium
2023-01-03 23:03:00,23,Tuesday,0,47L,Charminar,Clear,4,11,16,Low
2023-05-04 13:00:00,13,Thursday,0,9X,Jubilee Hills Checkpost,Clear,3,24,6,Low
2023-08-22 13:26:00,13,Tuesday,0,127K,Ameerpet,Rainy,9,17,16,Low
2023-06-05 15:37:00,15,Monday,0,9X,LB Nagar,Clear,11,19,10,Low
2023-11-11 01:48:00,1,Saturday,1,47L,Jubilee Hills Checkpost,Clear,4,13,28,Low
2023-07-26 20:41:00,20,Wednesday,0,218,SR Nagar,Clear,9,30,30,Medium
2023-09-10 09:56:00,9,Sunday,1,47L,Banjara Hills,Clear,5,24,25,Low
2023-09-02 05:47:00,5,Saturday,1,5K,SR Nagar,Clear,8,16,5,Low
2023-12-21 13:45:00,13,Thursday,0,5K,Hitech City,Clear,5,20,19,Low
2023-09-29 07:59:00,7,Friday,0,9X,Secunderabad Station,Clear,7,19,20,Low
2023-11-29 21:21:00,21,Wednesday,0,9X,Jubilee Hills Checkpost,Clear,4,28,51,Medium
2023-03-12 09:31:00,9,Sunday,1,127K,Madhapur,Clear,10,48,36,Medium
2023-05-14 11:12:00,11,Sunday,1,127K,Ameerpet,Clear,10,27,51,Medium
2023-04-15 09:22:00,9,Saturday,1,5K,Ameerpet,Clear,9,25,43,Medium
2023-01-15 16:52:00,16,Sunday,1,218,Madhapur,Clear,8,17,29,Low
2023-12-23 11:19:00,11,Saturday,1,47L,Secunderabad Station,Clear,3,42,48,Medium
2023-06-04 09:20:00,9,Sunday,1,127K,Uppal,Clear,10,12,28,Low
2023-10-18 06:18:00,6,Wednesday,0,10H,Uppal,Clear,3,15,23,Low
2023-01-08 16:06:00,16,Sunday,1,127K,Hitech City,Clear,10,14,27,Low
2023-06-08 09:11:00,9,Thursday,0,218,Uppal,Clear,4,53,42,Medium
2023-09-20 14:45:00,14,Wednesday,0,218,Uppal,Clear,10,8,25,Low
2023-10-17 03:26:00,3,Tuesday,0,9X,Gachibowli,Clear,6,8,16,Low
2023-07-05 09:57:00,9,Wednesday,0,47L,Madhapur,Rainy,9,95,83,High
2023-12-02 03:35:00,3,Saturday,1,218,SR Nagar,Rainy,7,16,5,Low
2023-10-16 04:48:00,4,Monday,0,127K,Secunderabad Station,Clear,10,12,16,Low
2023-05-23 17:50:00,17,Tuesday,0,127K,SR Nagar,Clear,8,52,33,Medium
2023-06-20 01:23:00,1,Tuesday,0,5K,LB Nagar,Rainy,7,17,19,Low
2023-11-16 19:14:00,19,Thursday,0,218,Mehdipatnam,Overcast,3,67,79,High
2023-03-26 13:49:00,13,Sunday,1,10H,Ameerpet,Clear,5,7,20,Low
2023-02-15 20:17:00,20,Wednesday,0,9X,Jubilee Hills Checkpost,Clear,11,42,44,Medium
2023-05-04 20:56:00,20,Thursday,0,47L,Uppal,Clear,11,49,37,Medium
2023-12-13 14:57:00,14,Wednesday,0,10H,Hitech City,Clear,7,18,23,Low
2023-10-01 02:36:00,2,Sunday,1,9X,Jubilee Hills Checkpost,Clear,5,13,19,Low
2023-02-08 10:17:00,10,Wednesday,0,127K,Mehdipatnam,Clear,8,29,47,Medium
2023-07-11 07:34:00,7,Tuesday,0,10H,Ameerpet,Rainy,7,19,15,Low
2023-01-17 21:54:00,21,Tuesday,0,9X,Koti,Clear,3,131,95,High
2023-02-01 09:06:00,9,Wednesday,0,127K,Hitech City,Clear,4,146,87,High
2023-10-24 16:36:00,16,Tuesday,0,127K,SR Nagar,Clear,7,7,13,Low
2023-12-14 03:23:00,3,Thursday,0,127K,Charminar,Clear,11,16,27,Low
2023-07-18 01:15:00,1,Tuesday,0,127K,Secunderabad Station,Clear,6,9,16,Low
2023-03-29 11:55:00,11,Wednesday,0,127K,Gachibowli,Clear,11,154,56,High
2023-06-20 14:50:00,14,Tuesday,0,5K,Hitech City,Clear,5,13,15,Low
2023-08-19 09:30:00,9,Saturday,1,10H,Jubilee Hills Checkpost,Clear,3,44,50,Medium
2023-10-25 21:48:00,21,Wednesday,0,9X,Uppal,Overcast,8,27,43,Medium
2023-05-06 09:13:00,9,Saturday,1,5K,Madhapur,Clear,9,47,31,Medium
2023-06-30 06:08:00,6,Friday,0,5K,Jubilee Hills Checkpost,Clear,6,12,19,Low
2023-08-10 17:18:00,17,Thursday,0,218,Ameerpet,Clear,7,45,50,Medium
2023-04-16 06:03:00,6,Sunday,1,218,Koti,Clear,6,17,27,Low
2023-10-01 07:14:00,7,Sunday,1,218,Hitech City,Clear,5,12,25,Low
2023-05-21 15:03:00,15,Sunday,1,47L,Secunderabad Station,Clear,3,9,22,Low
2023-04-10 12:46:00,12,Monday,0,218,Madhapur,Clear,8,11,18,Low
2023-01-08 21:04:00,21,Sunday,1,9X,Charminar,Clear,7,9,25,Low
2023-10-02 06:46:00,6,Monday,0,5K,Ameerpet,Rainy,3,29,41,Medium
2023-03-15 05:03:00,5,Wednesday,0,9X,Koti,Clear,7,12,14,Low
2023-08-11 08:37:00,8,Friday,0,10H,Madhapur,Clear,8,167,59,High
2023-11-19 06:31:00,6,Sunday,1,218,Charminar,Clear,7,8,6,Low
2023-05-10 17:53:00,17,Wednesday,0,47L,Jubilee Hills Checkpost,Rainy,3,100,76,High
2023-02-23 18:54:00,18,Thursday,0,10H,Ameerpet,Clear,7,46,35,Medium
2023-06-28 21:14:00,21,Wednesday,0,47L,SR Nagar,Clear,3,38,41,Medium
2023-12-22 11:37:00,11,Friday,0,10H,Banjara Hills,Rainy,5,43,31,Medium
2023-09-02 23:04:00,23,Saturday,1,5K,LB Nagar,Clear,4,17,8,Low
2023-12-25 10:22:00,10,Monday,0,9X,Banjara Hills,Clear,3,59,36,Medium
2023-01-27 03:21:00,3,Friday,0,127K,Charminar,Clear,6,8,20,Low
2023-09-14 06:40:00,6,Thursday,0,9X,Koti,Rainy,4,57,30,Medium
2023-08-10 03:00:00,3,Thursday,0,218,LB Nagar,Rainy,7,5,5,Low
2023-07-15 14:45:00,14,Saturday,1,127K,LB Nagar,Overcast,3,15,18,Low
2023-11-27 05:26:00,5,Monday,0,47L,Hitech City,Overcast,3,20,15,Low
2023-02-01 02:53:00,2,Wednesday,0,5K,Gachibowli,Rainy,6,8,16,Low
2023-07-18 18:14:00,18,Tuesday,0,5K,Koti,Clear,9,53,40,Medium
2023-08-26 23:43:00,23,Saturday,1,47L,LB Nagar,Rainy,4,11,10,Low
2023-05-23 02:15:00,2,Tuesday,0,218,Jubilee Hills Checkpost,Clear,4,16,27,Low
2023-11-28 00:17:00,0,Tuesday,0,47L,Ameerpet,Clear,3,10,16,Low
2023-10-05 17:53:00,17,Thursday,0,10H,Ameerpet,Clear,7,48,50,Medium
2023-07-19 18:14:00,18,Wednesday,0,218,Banjara Hills,Clear,8,33,41,Medium
2023-07-15 12:50:00,12,Saturday,1,127K,Jubilee Hills Checkpost,Rainy,8,12,14,Low
2023-01-26 21:05:00,21,Thursday,0,47L,Gachibowli,Clear,4,137,94,High
2023-06-23 03:21:00,3,Friday,0,218,Secunderabad Station,Clear,9,19,24,Low
2023-02-15 22:30:00,22,Wednesday,0,127K,Hitech City,Clear,8,9,23,Low
2023-03-04 05:33:00,5,Saturday,1,47L,Gachibowli,Rainy,10,19,11,Low
2023-08-23 01:34:00,1,Wednesday,0,5K,Ameerpet,Clear,8,10,18,Low
2023-03-26 14:26:00,14,Sunday,1,47L,Hitech City,Clear,11,5,8,Low
2023-11-09 17:48:00,17,Thursday,0,9X,Secunderabad Station,Clear,4,79,87,High
2023-05-26 20:17:00,20,Friday,0,47L,Gachibowli,Clear,9,164,81,High
2023-04-04 02:15:00,2,Tuesday,0,9X,LB Nagar,Clear,7,8,12,Low
2023-12-07 14:17:00,14,Thursday,0,127K,SR Nagar,Clear,3,6,9,Low
2023-11-09 13:02:00,13,Thursday,0,47L,Secunderabad Station,Rainy,5,10,12,Low
2023-03-07 07:51:00,7,Tuesday,0,127K,SR Nagar,Clear,6,6,12,Low
2023-08-01 23:31:00,23,Tuesday,0,127K,Ameerpet,Clear,4,7,25,Low
2023-04-12 15:49:00,15,Wednesday,0,218,Hitech City,Clear,9,11,28,Low
2023-07-07 07:08:00,7,Friday,0,127K,Jubilee Hills Checkpost,Clear,3,24,11,Low
2023-06-26 16:44:00,16,Monday,0,127K,Uppal,Clear,5,21,23,Low
2023-05-28 02:37:00,2,Sunday,1,47L,SR Nagar,Clear,11,13,8,Low
2023-03-18 09:37:00,9,Saturday,1,47L,Hitech City,Clear,4,29,52,Medium
2023-03-27 20:18:00,20,Monday,0,5K,Banjara Hills,Rainy,7,49,49,Medium
2023-11-15 22:57:00,22,Wednesday,0,218,LB Nagar,Clear,6,10,10,Low
2023-03-29 01:01:00,1,Wednesday,0,127K,LB Nagar,Clear,5,22,16,Low
2023-11-03 18:39:00,18,Friday,0,218,Uppal,Clear,7,25,47,Medium
2023-10-21 15:25:00,15,Saturday,1,9X,Charminar,Clear,8,21,16,Low
2023-08-14 01:00:00,1,Monday,0,127K,Banjara Hills,Clear,3,18,22,Low
2023-05-15 04:59:00,4,Monday,0,218,SR Nagar,Clear,4,19,7,Low
2023-07-11 01:28:00,1,Tuesday,0,5K,SR Nagar,Overcast,3,9,14,Low
2023-10-08 10:32:00,10,Sunday,1,5K,Mehdipatnam,Clear,5,41,36,Medium
2023-05-06 19:04:00,19,Saturday,1,127K,SR Nagar,Clear,10,15,7,Low
2023-06-23 17:55:00,17,Friday,0,9X,Madhapur,Rainy,10,69,73,High
2023-04-10 19:48:00,19,Monday,0,5K,Koti,Clear,6,41,42,Medium
2023-10-08 13:52:00,13,Sunday,1,5K,Gachibowli,Rainy,8,5,8,Low
2023-01-23 17:33:00,17,Monday,0,9X,Mehdipatnam,Clear,11,31,39,Medium
2023-03-18 09:16:00,9,Saturday,1,218,Gachibowli,Clear,9,36,35,Medium
2023-04-26 04:33:00,4,Wednesday,0,5K,Hitech City,Clear,4,12,5,Low
2023-10-29 06:16:00,6,Sunday,1,47L,Mehdipatnam,Rainy,4,22,10,Low
2023-06-04 02:08:00,2,Sunday,1,10H,Hitech City,Overcast,5,5,12,Low
2023-04-26 14:32:00,14,Wednesday,0,10H,Secunderabad Station,Clear,10,24,19,Low
2023-10-04 04:30:00,4,Wednesday,0,5K,Jubilee Hills Checkpost,Clear,11,16,12,Low
2023-05-28 01:20:00,1,Sunday,1,218,SR Nagar,Clear,5,8,26,Low
2023-03-27 05:44:00,5,Monday,0,218,SR Nagar,Clear,11,16,10,Low
2023-12-15 13:46:00,13,Friday,0,127K,Koti,Clear,10,5,23,Low
2023-01-30 20:41:00,20,Monday,0,47L,Koti,Clear,7,25,43,Medium
2023-06-15 15:06:00,15,Thursday,0,218,Hitech City,Clear,5,7,6,Low
2023-10-27 03:49:00,3,Friday,0,9X,Gachibowli,Clear,9,16,11,Low
2023-12-14 00:42:00,0,Thursday,0,47L,Uppal,Clear,11,17,12,Low
2023-05-05 13:12:00,13,Friday,0,10H,Hitech City,Overcast,8,17,14,Low
2023-05-15 05:23:00,5,Monday,0,47L,Secunderabad Station,Rainy,5,13,17,Low
2023-11-09 15:15:00,15,Thursday,0,9X,Charminar,Clear,7,22,26,Low
2023-10-27 14:13:00,14,Friday,0,5K,Koti,Rainy,9,5,25,Low
2023-07-31 02:28:00,2,Monday,0,9X,Madhapur,Clear,10,10,24,Low
2023-08-16 00:18:00,0,Wednesday,0,9X,SR Nagar,Rainy,6,9,5,Low
2023-07-29 20:26:00,20,Saturday,1,5K,Hitech City,Clear,4,50,38,Medium
2023-02-12 19:45:00,19,Sunday,1,5K,Gachibowli,Clear,4,28,39,Medium
2023-06-21 05:44:00,5,Wednesday,0,5K,LB Nagar,Rainy,5,10,24,Low
2023-03-23 05:13:00,5,Thursday,0,5K,Madhapur,Clear,10,7,6,Low
2023-11-27 14:32:00,14,Monday,0,5K,Ameerpet,Overcast,3,21,24,Low
2023-05-10 14:26:00,14,Wednesday,0,9X,Gachibowli,Rainy,9,15,15,Low
2023-04-11 21:11:00,21,Tuesday,0,127K,Gachibowli,Overcast,8,159,91,High
2023-03-24 07:33:00,7,Friday,0,127K,LB Nagar,Clear,4,24,22,Low
2023-11-20 14:06:00,14,Monday,0,218,Secunderabad Station,Clear,11,5,11,Low
2023-02-16 00:22:00,0,Thursday,0,127K,LB Nagar,Clear,7,8,7,Low
2023-02-23 09:38:00,9,Thursday,0,10H,Banjara Hills,Overcast,4,47,45,Medium
2023-11-13 10:59:00,10,Monday,0,127K,Koti,Clear,5,59,44,Medium
2023-04-14 17:29:00,17,Friday,0,9X,Jubilee Hills Checkpost,Clear,9,46,37,Medium
2023-07-20 05:16:00,5,Thursday,0,5K,Gachibowli,Clear,9,5,24,Low
2023-01-06 07:37:00,7,Friday,0,5K,Ameerpet,Clear,3,8,9,Low
2023-11-28 16:02:00,16,Tuesday,0,9X,Uppal,Clear,6,23,7,Low
2023-09-18 09:59:00,9,Monday,0,10H,Gachibowli,Clear,8,89,83,High
2023-01-06 11:46:00,11,Friday,0,127K,LB Nagar,Rainy,10,25,34,Medium
2023-08-13 16:37:00,16,Sunday,1,9X,Mehdipatnam,Clear,5,20,13,Low
2023-07-25 10:04:00,10,Tuesday,0,218,Gachibowli,Rainy,5,78,81,High
2023-11-22 16:14:00,16,Wednesday,0,5K,Gachibowli,Clear,10,24,20,Low
2023-01-25 02:21:00,2,Wednesday,0,47L,Hitech City,Clear,10,22,18,Low
2023-02-27 20:20:00,20,Monday,0,218,Banjara Hills,Clear,10,26,47,Medium
2023-02-28 00:40:00,0,Tuesday,0,10H,Ameerpet,Clear,3,10,11,Low
2023-06-18 11:35:00,11,Sunday,1,218,Banjara Hills,Clear,10,5,19,Low
2023-01-31 07:22:00,7,Tuesday,0,9X,Ameerpet,Rainy,10,23,12,Low
2023-12-26 02:03:00,2,Tuesday,0,127K,Gachibowli,Clear,4,9,7,Low
2023-12-07 23:56:00,23,Thursday,0,5K,Mehdipatnam,Clear,11,6,15,Low
2023-08-16 07:04:00,7,Wednesday,0,10H,Jubilee Hills Checkpost,Clear,9,5,24,Low
2023-09-11 19:04:00,19,Monday,0,10H,Charminar,Rainy,10,49,47,Medium
2023-07-20 01:15:00,1,Thursday,0,47L,Mehdipatnam,Clear,4,6,19,Low
2023-03-07 12:57:00,12,Tuesday,0,218,Mehdipatnam,Clear,6,8,14,Low
2023-08-16 00:36:00,0,Wednesday,0,47L,Mehdipatnam,Clear,9,7,29,Low
2023-11-10 20:58:00,20,Friday,0,127K,SR Nagar,Overcast,8,47,32,Medium
2023-08-05 20:10:00,20,Saturday,1,127K,Jubilee Hills Checkpost,Clear,9,21,19,Low
2023-01-18 17:59:00,17,Wednesday,0,47L,Secunderabad Station,Clear,3,106,77,High
2023-04-04 18:44:00,18,Tuesday,0,5K,Secunderabad Station,Clear,10,36,35,Medium
2023-03-19 22:17:00,22,Sunday,1,127K,Mehdipatnam,Rainy,9,16,15,Low
2023-10-07 22:39:00,22,Saturday,1,47L,Charminar,Clear,6,24,15,Low
2023-03-02 09:48:00,9,Thursday,0,218,Banjara Hills,Rainy,3,162,81,High
2023-03-29 11:51:00,11,Wednesday,0,47L,LB Nagar,Clear,10,51,52,Medium
2023-10-07 16:12:00,16,Saturday,1,47L,Madhapur,Clear,9,14,7,Low
2023-12-18 10:39:00,10,Monday,0,9X,Secunderabad Station,Clear,10,44,42,Medium
2023-02-28 09:22:00,9,Tuesday,0,127K,Uppal,Rainy,3,111,94,High
2023-03-31 02:42:00,2,Friday,0,5K,Ameerpet,Clear,7,15,25,Low
2023-01-08 20:23:00,20,Sunday,1,5K,Jubilee Hills Checkpost,Rainy,11,52,40,Medium
2023-04-23 05:53:00,5,Sunday,1,9X,Hitech City,Clear,7,6,15,Low
2023-08-20 20:23:00,20,Sunday,1,10H,Jubilee Hills Checkpost,Overcast,5,20,17,Low
2023-06-23 09:30:00,9,Friday,0,5K,Madhapur,Clear,11,71,57,High
2023-03-11 04:16:00,4,Saturday,1,47L,Secunderabad Station,Clear,11,20,10,Low
2023-03-01 21:11:00,21,Wednesday,0,9X,Charminar,Clear,6,26,53,Medium
2023-07-07 02:58:00,2,Friday,0,218,Charminar,Clear,6,14,14,Low
2023-01-14 15:03:00,15,Saturday,1,127K,Ameerpet,Clear,10,17,23,Low
2023-12-07 07:22:00,7,Thursday,0,127K,Mehdipatnam,Clear,9,23,16,Low
2023-11-15 06:18:00,6,Wednesday,0,127K,LB Nagar,Clear,7,19,18,Low
2023-11-28 03:20:00,3,Tuesday,0,47L,Hitech City,Clear,8,5,15,Low
2023-03-15 01:48:00,1,Wednesday,0,218,Secunderabad Station,Clear,5,21,25,Low
2023-10-24 01:46:00,1,Tuesday,0,9X,Charminar,Clear,8,24,29,Low
2023-12-28 11:47:00,11,Thursday,0,9X,Hitech City,Clear,10,159,84,High
2023-02-18 02:34:00,2,Saturday,1,127K,Madhapur,Clear,11,24,14,Low
2023-04-03 17:41:00,17,Monday,0,218,Ameerpet,Clear,5,33,32,Medium
2023-02-07 11:07:00,11,Tuesday,0,218,Gachibowli,Clear,10,97,67,High
2023-05-16 04:52:00,4,Tuesday,0,218,Ameerpet,Rainy,5,7,22,Low
2023-02-03 22:34:00,22,Friday,0,5K,Hitech City,Overcast,4,6,17,Low
2023-02-21 18:33:00,18,Tuesday,0,5K,SR Nagar,Clear,7,42,53,Medium
2023-02-24 08:09:00,8,Friday,0,127K,Charminar,Clear,6,47,43,Medium
2023-11-23 16:52:00,16,Thursday,0,218,Gachibowli,Clear,7,23,18,Low
2023-10-26 10:05:00,10,Thursday,0,10H,Uppal,Clear,8,31,36,Medium
2023-01-30 12:54:00,12,Monday,0,218,Koti,Clear,5,7,16,Low
2023-12-11 02:38:00,2,Monday,0,9X,Ameerpet,Clear,3,22,29,Low
2023-10-14 02:43:00,2,Saturday,1,9X,Madhapur,Clear,6,24,8,Low
2023-03-29 15:29:00,15,Wednesday,0,127K,Madhapur,Clear,8,24,20,Low
2023-11-03 23:41:00,23,Friday,0,10H,SR Nagar,Clear,4,23,23,Low
2023-05-12 06:04:00,6,Friday,0,218,LB Nagar,Clear,4,13,14,Low
2023-04-24 23:34:00,23,Monday,0,10H,Mehdipatnam,Clear,3,20,20,Low
2023-02-22 13:53:00,13,Wednesday,0,127K,Ameerpet,Clear,11,10,9,Low
2023-12-06 13:32:00,13,Wednesday,0,9X,Charminar,Clear,5,16,20,Low
2023-02-22 08:58:00,8,Wednesday,0,9X,Koti,Rainy,4,119,55,High
2023-03-31 01:12:00,1,Friday,0,5K,SR Nagar,Rainy,6,10,9,Low
2023-12-28 11:51:00,11,Thursday,0,127K,Secunderabad Station,Clear,8,48,42,Medium
2023-04-24 05:18:00,5,Monday,0,127K,Charminar,Clear,3,9,17,Low
2023-04-27 22:23:00,22,Thursday,0,218,Madhapur,Clear,11,17,7,Low
2023-08-15 09:16:00,9,Tuesday,0,218,Uppal,Clear,11,36,46,Medium
2023-06-29 16:02:00,16,Thursday,0,5K,Charminar,Clear,10,8,23,Low
2023-04-02 17:19:00,17,Sunday,1,47L,Jubilee Hills Checkpost,Clear,8,9,9,Low
2023-05-21 07:33:00,7,Sunday,1,10H,Banjara Hills,Clear,6,20,9,Low
2023-05-05 00:29:00,0,Friday,0,47L,Madhapur,Clear,4,8,19,Low
2023-12-16 11:18:00,11,Saturday,1,47L,Ameerpet,Overcast,10,32,39,Medium
2023-01-21 07:37:00,7,Saturday,1,127K,Uppal,Rainy,9,20,16,Low
2023-11-30 16:08:00,16,Thursday,0,10H,Jubilee Hills Checkpost,Clear,6,12,28,Low
2023-10-30 09:03:00,9,Monday,0,127K,Gachibowli,Clear,5,140,97,High
2023-04-11 05:53:00,5,Tuesday,0,10H,Koti,Clear,8,18,5,Low
2023-08-13 13:50:00,13,Sunday,1,9X,Madhapur,Rainy,3,16,27,Low
2023-07-03 00:59:00,0,Monday,0,127K,Ameerpet,Rainy,4,27,50,Medium
2023-06-09 16:27:00,16,Friday,0,127K,Jubilee Hills Checkpost,Overcast,9,24,7,Low
2023-06-10 22:38:00,22,Saturday,1,127K,Jubilee Hills Checkpost,Clear,5,6,8,Low
2023-04-20 12:52:00,12,Thursday,0,5K,Mehdipatnam,Rainy,3,45,48,Medium
2023-11-01 16:35:00,16,Wednesday,0,127K,Jubilee Hills Checkpost,Clear,4,15,28,Low
2023-04-07 05:23:00,5,Friday,0,218,Koti,Rainy,11,16,24,Low
2023-12-18 10:07:00,10,Monday,0,218,Uppal,Rainy,9,53,32,Medium
2023-08-15 09:52:00,9,Tuesday,0,10H,SR Nagar,Clear,9,30,47,Medium
2023-06-26 08:53:00,8,Monday,0,9X,Uppal,Clear,10,38,32,Medium
2023-07-16 14:17:00,14,Sunday,1,5K,Jubilee Hills Checkpost,Rainy,10,22,11,Low
2023-09-19 16:26:00,16,Tuesday,0,10H,Ameerpet,Clear,11,18,26,Low
2023-12-24 02:57:00,2,Sunday,1,218,Madhapur,Clear,4,9,25,Low
2023-10-27 03:43:00,3,Friday,0,5K,Ameerpet,Clear,10,24,28,Low
2023-03-22 02:54:00,2,Wednesday,0,5K,Hitech City,Clear,10,17,5,Low
2023-12-03 04:10:00,4,Sunday,1,9X,SR Nagar,Clear,7,5,23,Low
2023-07-20 20:27:00,20,Thursday,0,5K,Banjara Hills,Clear,7,36,47,Medium
2023-01-22 22:38:00,22,Sunday,1,127K,LB Nagar,Clear,6,23,6,Low
2023-12-18 08:14:00,8,Monday,0,5K,Madhapur,Clear,7,165,66,High
2023-07-20 20:26:00,20,Thursday,0,9X,Gachibowli,Clear,4,83,71,High
2023-06-07 20:06:00,20,Wednesday,0,10H,Banjara Hills,Clear,4,44,50,Medium
2023-11-01 00:25:00,0,Wednesday,0,9X,Hitech City,Clear,7,10,25,Low
2023-01-09 03:45:00,3,Monday,0,9X,Koti,Clear,5,16,7,Low
2023-04-11 01:37:00,1,Tuesday,0,218,Banjara Hills,Clear,3,7,16,Low
2023-06-11 14:52:00,14,Sunday,1,127K,Ameerpet,Rainy,11,18,29,Low
2023-05-28 22:30:00,22,Sunday,1,218,Mehdipatnam,Clear,4,8,16,Low
2023-08-23 18:36:00,18,Wednesday,0,10H,Uppal,Rainy,4,76,60,High
2023-04-14 03:54:00,3,Friday,0,47L,Jubilee Hills Checkpost,Clear,6,21,14,Low
2023-07-18 07:15:00,7,Tuesday,0,10H,Madhapur,Overcast,4,18,26,Low
2023-11-05 11:11:00,11,Sunday,1,127K,SR Nagar,Clear,9,19,10,Low
2023-11-12 02:41:00,2,Sunday,1,5K,Jubilee Hills Checkpost,Clear,3,11,18,Low
2023-12-18 01:18:00,1,Monday,0,9X,Gachibowli,Clear,4,8,6,Low
2023-08-25 18:21:00,18,Friday,0,47L,LB Nagar,Clear,7,41,40,Medium
2023-08-07 08:51:00,8,Monday,0,127K,Hitech City,Clear,4,161,80,High
2023-07-17 08:26:00,8,Monday,0,218,Jubilee Hills Checkpost,Clear,11,35,37,Medium
2023-10-31 21:49:00,21,Tuesday,0,9X,Ameerpet,Clear,6,36,51,Medium
